Asset,Quote,Provider,Adapter Name,Adapter,Base,Quote,Whitelist
tETH,wstETH,Chainlink,Chainlink_tETH/wstETH,0x7e262cd6226328aaf4ea5c993a952e18dd633bc8,0xD11c452fc99cF405034ee446803b6F6c1F6d5ED8,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,Yes
tETH,USD,Cross,Cross_tETH/USD,0x74b77011c244bd7edff34e4cbf23fe41defa313d,0xD11c452fc99cF405034ee446803b6F6c1F6d5ED8,0x0000000000000000000000000000000000000348,Yes
inwsteths,wstETH,Rate Provider,RateProvider_inwsteths/wstETH,0x4417B07Fad263751775e334458Cb8F16A5971893,0x8E0789d39db454DBE9f4a77aCEF6dc7c69f6D552,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,Yes
inwsteths,ETH,Cross,Cross_inwsteths/ETH=RateProvider_inwsteths/wstETH+LidoFundamental_wstETH,0x771929005d113b49849AC89C4315E977146f6DE3,0x8E0789d39db454DBE9f4a77aCEF6dc7c69f6D552,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
PT-USR-29MAY2025,USR,Pendle,Pendle_PT-USR-29MAY2025/USR,0xcba35e68a1cb2f2ca0ca4895de33cd61a3b9dbc1,0xae4bE3acD95B6a4Ac5A0524ab95dA90c721f6C83,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,Yes
PT-wstUSR-25SEP2025,USR,Pendle,Pendle_PT-wstUSR-25SEP2025/USR,0xa436df7c3a77d88d1ec9275b5744bdcc187982f2,0x23E60d1488525bf4685f53b3aa8E676c30321066,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,Yes
PT-LBTC-26JUN2025,LBTC,Pendle,Pendle_PT-LBTC-26JUN2025/LBTC,0xf7129a6280dcfff6149792186b54c818ea4d80d6,0x6cA4d5d2eCb72E3Bbf17543B3367746B80D22694,0x8236a87084f8B84306f72007F36F2618A5634494,Yes
PT-EBTC-26JUN2025,eBTC,Pendle,Pendle_PT-EBTC-26JUN2025/eBTC,0xbad0e1da7d39a21455acef570cf9f3a8881f5e23,0xc653F79de1274eE65674BeFda54986020d6f8FC1,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,Yes
PT-USR-29MAY2025,USD,Cross,Cross_PT-USR-29MAY2025/USD,0xf2b8616744502851343c52da76e9adfb97f08b91,0xae4bE3acD95B6a4Ac5A0524ab95dA90c721f6C83,0x0000000000000000000000000000000000000348,Yes
PT-wstUSR-25SEP2025,USD,Cross,Cross_PT-wstUSR-25SEP2025/USD,0x255bee201d2526bbf2753df6a6057f23431a3e1c,0x23E60d1488525bf4685f53b3aa8E676c30321066,0x0000000000000000000000000000000000000348,Yes
PT-LBTC-26JUN2025,USD,Cross,Cross_PT-LBTC-26JUN2025/USD,0x74b221fac3000e94a3618357dda27d8333f3fc1e,0x6cA4d5d2eCb72E3Bbf17543B3367746B80D22694,0x0000000000000000000000000000000000000348,Yes
PT-EBTC-26JUN2025,USD,Cross,Cross_PT-EBTC-26JUN2025/USD,0x0505c3f2b1c74ad84f4556a0b5a73386e6286d4e,0xc653F79de1274eE65674BeFda54986020d6f8FC1,0x0000000000000000000000000000000000000348,Yes
mRe7YIELD,USD,Chainlink Infrequent,ChainlinkInfrequent_mRe7YIELD/USD,0xafa2995d5d027e4e47c82b620b257a3ce8bb8823,0x87C9053C819bB28e0D73d33059E1b3DA80AFb0cf,0x0000000000000000000000000000000000000348,Yes
PT-eUSDE-29MAY2025,USDe,Pendle,Pendle_PT-eUSDE-29MAY2025/USDe,0x63ee8491f9ca4826d70196af16f25199d211ea48,0x50D2C7992b802Eef16c04FeADAB310f31866a545,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
PT-eUSDE-29MAY2025,USD,Cross,Cross_PT-eUSDE-29MAY2025/USD,0xe5908cbd7b3bc2648b32ce3dc8dfad4d83afd1b4,0x50D2C7992b802Eef16c04FeADAB310f31866a545,0x0000000000000000000000000000000000000348,Yes
USDC,USD,Fixed Rate,FixedRate_USDC/USD,0xb92b9341be191895e8c68b170ac4528839ffe0b2,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000348,Yes
USDT,USD,Fixed Rate,FixedRate_USDT/USD,0x575ffc02361368a2708c00bc7e299d1cd1c89f8a,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x0000000000000000000000000000000000000348,Yes
USDtb,USD,Fixed Rate,FixedRate_USDtb/USD,0x16fcc1d29833b4c46fa7c7232b0c613034c0242e,0xC139190F447e929f090Edeb554D95AbB8b18aC1C,0x0000000000000000000000000000000000000348,Yes
sBUIDL,USD,Fixed Rate,FixedRate_sBUIDL/USD,0xe8a784f4bdcd4707baf4068e72887888ad58c033,0x07a36C630e3F072637da3445Da733B29958D8cAB,0x0000000000000000000000000000000000000348,Yes
USYC,USD,Chainlink Infrequent,ChainlinkInfrequent_USYC/USD,0x617889fed99d725831305d13b86ecc110d772822,0x136471a34f6ef19fE571EFFC1CA711fdb8E49f2b,0x0000000000000000000000000000000000000348,Yes
wUSDM,USD,Fixed Rate,FixedRate_wUSDM/USD,0x73bf80c6e9812f8ebc3dc4cbe45247e631d8c44c,0x57F5E098CaD7A3D1Eed53991D4d66C45C9AF7812,0x0000000000000000000000000000000000000348,Yes
wUSDL,USD,Fixed Rate,FixedRate_wUSDL/USD,0xcd8204b02b74ade1461f5aa7794a2d6e91a38c33,0x7751E2F4b8ae93EF6B79d86419d42FE3295A4559,0x0000000000000000000000000000000000000348,Yes
mTBILL,USD,Fixed Rate,FixedRate_mTBILL/USD,0x073e9bd08e2053ac1748b7a698bae874232eae71,0xDD629E5241CbC5919847783e6C96B2De4754e438,0x0000000000000000000000000000000000000348,Yes
PT-cUSDO-19JUN2025,USDO,Pendle,Pendle_PT-cUSDO-19JUN2025/USDO,0x30cfa91f2cb03b59f6d65b83150e3b2b7f46f5e5,0x933B9FfEE0Ad3Ef8E4DBb52688ea905826D73755,0x8238884Ec9668Ef77B90C6dfF4D1a9F4F4823BFe,Yes
PT-cUSDO-19JUN2025,USD,Cross,Cross_PT-cUSDO-19JUN2025/USD,0xb3df99fff1f803f1a505af97f18fbf6c5b28ac8f,0x933B9FfEE0Ad3Ef8E4DBb52688ea905826D73755,0x0000000000000000000000000000000000000348,Yes
PT-sUSDE-31JUL2025,USDe,Pendle,Pendle_PT-sUSDE-31JUL2025/USDe,0xf05ca1d76a7d5859014b8606ab69c6d41629109c,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
PT-sUSDE-31JUL2025,USD,Cross,Cross_PT-sUSDE-31JUL2025/USD,0x1d6ba68e8a98c1afb9983976b39efd877b1fd361,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,0x0000000000000000000000000000000000000348,Yes
cbBTC,BTC,Fixed Rate,FixedRate_cbBTC/BTC,0xfef13a5359b5e5aa01952dcc95a442ec9d0fe357,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
WBTC,BTC,Fixed Rate,FixedRate_WBTC/BTC,0x4e64e5d4fa64945813d33db70dea7daaf373cf45,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
cbBTC,USD,Cross,Cross_cbBTC/USD,0xd0156a894f2d14b127a8c37360d6879891f62efa,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x0000000000000000000000000000000000000348,Yes
WBTC,USD,Cross,Cross_WBTC/USD,0x8e8cfcbe490da27032a6edacb6a8436be904cd4e,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0x0000000000000000000000000000000000000348,Yes
rUSD,USD,Fixed Rate,FixedRate_rUSD/USD,0x01dbd40296c232c2c58c99ff69084b256bee33ee,0x09D4214C03D01F49544C0448DBE3A27f768F2b34,0x0000000000000000000000000000000000000348,Yes
srUSD,rUSD,Rate Provider,RateProvider_srUSD/rUSD,0x2d1706941e7a7b93c2e44f01261f1dde3d1d6999,0x738d1115B90efa71AE468F1287fc864775e23a31,0x09D4214C03D01F49544C0448DBE3A27f768F2b34,Yes
srUSD,USD,Cross,Cross_srUSD/USD,0xd54bc197150487a40d4ebd4fb215ca4fa996173e,0x738d1115B90efa71AE468F1287fc864775e23a31,0x0000000000000000000000000000000000000348,Yes
PT-syrupUSDC-28AUG2025,USDC,Pendle,Pendle_PT-syrupUSDC-28AUG2025/USDC,0x82dac52f6aa25d9b6fe024eb73f6eab9afe85dc3,0xCcE7D12f683c6dAe700154f0BAdf779C0bA1F89A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,Yes
PT-syrupUSDC-28AUG2025,USD,Cross,Cross_PT-syrupUSDC-28AUG2025/USD,0xee307d24a721f418a57a494a85c29a0e81f430a2,0xCcE7D12f683c6dAe700154f0BAdf779C0bA1F89A,0x0000000000000000000000000000000000000348,Yes
PT-RLP-4SEP2025,USDC,Pendle,Pendle_PT-RLP-4SEP2025/USDC,0x7946130915692d5b4ee8c1bbb5dd84a7da322ba7,0x742B4166878Bfd339Db65a29a17E49b81a6B6Aac,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,Yes
PT-RLP-4SEP2025,USD,Cross,Cross_PT-RLP-4SEP2025/USD,0x727e36cb0743a25557219d5ecc313b0f93ee8b2f,0x742B4166878Bfd339Db65a29a17E49b81a6B6Aac,0x0000000000000000000000000000000000000348,Yes
PT-mEDGE-31JUL2025,USD,Pendle,Pendle_PT-mEDGE-31JUL2025/USD,0xe8192efbf40faa247f1c4fb792d986057fc69a15,0x7f01d0FCe9BC646389483384C41B4d71c7139f11,0x0000000000000000000000000000000000000348,Yes
PT-mMEV-31JUL2025,USD,Pendle,Pendle_PT-mMEV-31JUL2025/USD,0x8c6ba8c189fc9f88fc72533ea60b9c4134a650f0,0x1132065009850C72E27B7950C0f9285d1D103589,0x0000000000000000000000000000000000000348,Yes
lvlUSD,USD,Fixed Rate,FixedRate_lvlUSD/USD,0x35402e99763fc9ed16f4d559ea7d87a18ac2127b,0x7C1156E515aA1A2E851674120074968C905aAF37,0x0000000000000000000000000000000000000348,Yes
PT-lvlUSD-25SEP2025,USD,Pendle,Pendle_PT-lvlUSD-25SEP2025/USD,0xc6be2c0025e372322879dc5c57c34c671918ae6e,0x207F7205fd6c4b602Fa792C8b2B60e6006D4a0b8,0x0000000000000000000000000000000000000348,Yes
PT-slvlUSD-25SEP2025,USD,Pendle,Pendle_PT-slvlUSD-25SEP2025/USD,0x372d1116058a71fe45163f51bf1da4b10a671fb7,0x2CA5f2C4300450D53214B00546795c1c07B89acB,0x0000000000000000000000000000000000000348,Yes
PT-eUSDE-14AUG2025,USDe,Pendle,Pendle_PT-eUSDE-14AUG2025/USDe,0xe0c993ddc0bd15283e3941839aa55345b79e7059,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
PT-eUSDE-14AUG2025,USD,Cross,Cross_PT-eUSDE-14AUG2025/USD,0xc47fe334817371bbc1a131f8df2b23aec9636d1e,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,0x0000000000000000000000000000000000000348,Yes
PT-USDS-14AUG2025,USD,Cross,Cross_PT-USDS-14AUG2025/USD,0x92d8b31f5bcb01134a8ba7c7fd8277e30e37b570,0xFfEc096c087C13Cc268497B89A613cACE4DF9A48,0x0000000000000000000000000000000000000348,Yes
PT-USD0++-27NOV2025,USD0++,Pendle,Pendle_PT-USD0++-27NOV2025/USD0++,0xa115c05a45c7d1ae49f6aafa25be18385f9551c1,0x136389D329968bD82efe05F0911Eeb20eE74A138,0x35D8949372D46B7a3D5A56006AE77B215fc69bC0,Yes
PT-cUSDO-20NOV2025,USDO,Pendle,Pendle_PT-cUSDO-20NOV2025/USDO,0xb59fb806ccbe626c45f8a4f2cade9e2ead2e62c0,0xB10DA2F9147f9cf2B8826877Cd0c95c18A0f42dc,0x8238884Ec9668Ef77B90C6dfF4D1a9F4F4823BFe,Yes
PT-cUSDO-20NOV2025,USD,Cross,Cross_PT-cUSDO-20NOV2025/USD,0x673222872a407775feab95a7a98f930a2cec53f4,0xB10DA2F9147f9cf2B8826877Cd0c95c18A0f42dc,0x0000000000000000000000000000000000000348,Yes
USDC,USD,Fixed Rate,FixedRate_USDC/USD,0xd35657ae033a86ffa8fc6bc767c5eb57c7c3d4b8,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x0000000000000000000000000000000000000348,Yes
PT-USR-4SEP2025,USR,Pendle,Pendle_PT-USR-4SEP2025/USR,0x2ae2a5a014a1c02d646fa39ae086f53291e152f5,0x5a5b93F762739fa94F3EcC0b34Af2e56702E7f70,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,Yes
PT-USR-4SEP2025,USD,Cross,Cross_PT-USR-4SEP2025/USD,0xb2ac09daf497d660cb3a8d73823d6bba94449db2,0x5a5b93F762739fa94F3EcC0b34Af2e56702E7f70,0x0000000000000000000000000000000000000348,Yes
USP,USDC,Fixed Rate,FixedRate_USP/USDC,0x260e8fddc56c598e5fbf6c2af62959f7d84bdc68,0x97cCC1C046d067ab945d3CF3CC6920D3b1E54c88,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,Yes
USP,USD,Cross,Cross_USP/USD,0x8a72e5b9e21feaa2d810606531ddf2363c34fed2,0x97cCC1C046d067ab945d3CF3CC6920D3b1E54c88,0x0000000000000000000000000000000000000348,Yes
PT-syrupUSDC-28AUG2025,USD,Cross,Cross_PT-syrupUSDC-28AUG2025/USD,0xe635e116d38ed5db736e620dd5c839a9a119f3f5,0xCcE7D12f683c6dAe700154f0BAdf779C0bA1F89A,0x0000000000000000000000000000000000000348,Yes
RLUSD,USD,Chainlink,Chainlink_RLUSD/USD,0x3bdcb804fd42ccb2b7cf329fa07724becb872970,0x8292Bb45bf1Ee4d140127049757C2E0fF06317eD,0x0000000000000000000000000000000000000348,Yes
USDtb,USD,Chainlink Infrequent,ChainlinkInfrequent_USDtb/USD,0xe3dce6a38a529b97b69ca47778c933b61b17535e,0xC139190F447e929f090Edeb554D95AbB8b18aC1C,0x0000000000000000000000000000000000000348,Yes
PT-USDS-14AUG2025,USD,Cross,Cross_PT-USDS-14AUG2025/USD,0x011088b8725eef48cadff5fb290e186b2aed83f5,0xFfEc096c087C13Cc268497B89A613cACE4DF9A48,0x0000000000000000000000000000000000000348,Yes
PT-sUSDE-31JUL2025,USD,Cross,Cross_PT-sUSDE-31JUL2025/USD,0xf4b7271e5c03c25fade548706a042ff086fd4e70,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,0x0000000000000000000000000000000000000348,Yes
PT-eUSDE-14AUG2025,USD,Cross,Cross_PT-eUSDE-14AUG2025/USD,0x6ee9aadeb6252783ab8fd22e7bcbec9fa296a53a,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,0x0000000000000000000000000000000000000348,Yes
PT-USDe-31JUL2025,USDe,Pendle,Pendle_PT-USDe-31JUL2025/USDe,0xbf9fc05c99bdba25fb44dfb323de445178c0fbf3,0x917459337CaAC939D41d7493B3999f571D20D667,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
PT-USDe-31JUL2025,USD,Cross,Cross_PT-USDe-31JUL2025/USD,0x5732b609ebc4ab09f4e9c8cc9c34d8cf2b1a4e31,0x917459337CaAC939D41d7493B3999f571D20D667,0x0000000000000000000000000000000000000348,Yes
PT-USDe-31JUL2025,USD,Cross,Cross_PT-USDe-31JUL2025/USD,0xaee479f7cbc88d6b443696b5142184517ed8832a,0x917459337CaAC939D41d7493B3999f571D20D667,0x0000000000000000000000000000000000000348,Yes
USDe,USD,Chainlink Infrequent,ChainlinkInfrequent_USDe/USD,0x93840a424abc32549809dd0bc07ceb56e137221c,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0x0000000000000000000000000000000000000348,Yes
PT-USDe-31JUL2025,USD,Cross,Cross_PT-USDe-31JUL2025/USD,0xd9df01449ba6e3a4b2ad2b4e92e9b5d6a7c8b66b,0x917459337CaAC939D41d7493B3999f571D20D667,0x0000000000000000000000000000000000000348,Yes
PT-eUSDE-14AUG2025,USD,Cross,Cross_PT-eUSDE-14AUG2025/USD,0x29e1163590eb05c84747ede225a11ce555b36ce8,0x14Bdc3A3AE09f5518b923b69489CBcAfB238e617,0x0000000000000000000000000000000000000348,Yes
PT-sUSDE-31JUL2025,USD,Cross,Cross_PT-sUSDE-31JUL2025/USD,0x7351d14f0d8ad684302578e3f8f7d2bd161da435,0x3b3fB9C57858EF816833dC91565EFcd85D96f634,0x0000000000000000000000000000000000000348,Yes
pufETH,WETH,Rate Provider,RateProvider_pufETH/WETH,0x49e4d0aea709f69ecb25b1f7d9bd44c4d9c5c455,0xD9A442856C234a39a81a089C06451EBAa4306a72,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
xPufETH,WETH,Rate Provider,RateProvider_xPufETH/WETH,0xfe0ff10bf1837843250e18c820db06c0464ddfdb,0xD7D2802f6b19843ac4DfE25022771FD83b5A7464,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
PT-hgETH-25JUN2026,WETH,Pendle,Pendle_PT-hgETH-25JUN2026/WETH,0x0a521133c4f6505dd730be3296cb48e4d8a776f3,0x5b1578E2604B91bd7b24F86F0E5EF6C024bB3a14,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
USP,USD,Fixed Rate,FixedRate_USP/USD,0x4cfa6e2783c02ce427d720e22e574c8c89c3b7c1,0x97cCC1C046d067ab945d3CF3CC6920D3b1E54c88,0x0000000000000000000000000000000000000348,Yes
USDS,USD,Fixed Rate,FixedRate_USDS/USD,0xf58f4d2cd0ee43624dc442e726871b115dbdd9f0,0xdC035D45d973E3EC169d2276DDab16f1e407384F,0x0000000000000000000000000000000000000348,Yes
PT-USDS-14AUG2025,USD,Cross,Cross_PT-USDS-14AUG2025/USD,0x5b12ce5fdafb14399e0ffe6a5410fbec63f6b066,0xFfEc096c087C13Cc268497B89A613cACE4DF9A48,0x0000000000000000000000000000000000000348,Yes
PT-yUSD-7AUG2025,USDC,Pendle,Pendle_PT-yUSD-7AUG2025/USDC,0x774dc3a6037a4d440d95e11eafcda09780dbead1,0xD1d0fF7BB555f57A9604CE06bca704ab97A0049A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,Yes
PT-yUSD-7AUG2025,USD,Cross,Cross_PT-yUSD-7AUG2025/USD,0x5bc6c01611dc945ea2f05d9e5d670846bd3a554c,0xD1d0fF7BB555f57A9604CE06bca704ab97A0049A,0x0000000000000000000000000000000000000348,Yes
PT-sUSDE-25SEP2025,USDe,Pendle,Pendle_PT-sUSDE-25SEP2025/USDe,0x5f4c9f96b24d07d18c0d81b2df28946b7a5dcaac,0x9F56094C450763769BA0EA9Fe2876070c0fD5F77,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
PT-USDe-25SEP2025,USDe,Pendle,Pendle_PT-USDe-25SEP2025/USDe,0xf0444486f9454f198c9ecfb80386a59bf0be90fa,0xBC6736d346a5eBC0dEbc997397912CD9b8FAe10a,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,Yes
PT-sUSDE-25SEP2025,USD,Cross,Cross_PT-sUSDE-25SEP2025/USD,0xd6b5eba2282836bfbd73d65bf5203f91cc1179c5,0x9F56094C450763769BA0EA9Fe2876070c0fD5F77,0x0000000000000000000000000000000000000348,Yes
PT-USDe-25SEP2025,USD,Cross,Cross_PT-USDe-25SEP2025/USD,0x15226e1796c24a635a9662bff2b8dc6cc3aac6bb,0xBC6736d346a5eBC0dEbc997397912CD9b8FAe10a,0x0000000000000000000000000000000000000348,Yes
xUSD,USDC,Pyth,Pyth_xUSD/USDC,0x5e81a94395268731912332680954faf4394b7f61,0xE2Fc85BfB48C4cF147921fBE110cf92Ef9f26F94,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,Yes
xUSD,USD,Cross,Cross_xUSD/USD,0x733067e8a4d14f15f0c8148c60175b195140dc34,0xE2Fc85BfB48C4cF147921fBE110cf92Ef9f26F94,0x0000000000000000000000000000000000000348,Yes

